heart_rate_bpm,sweat_microsiemens,skin_temp_celsius,grip_force_newton,ecg_signal,rr_interval_ms,qrs_duration_ms,st_deviation_mv,qt_interval_ms,driver_id,timestamp_offset,condition_label
69.32,3.43,33.59,17.44,0.005,833.92,85.68,0.049,376.38,0,30,0
71.61,3.44,33.53,15.93,0.0229,793.45,98.18,0.007,412.86,0,31,0
73.79,3.45,33.65,15.0,0.0127,827.44,83.28,-0.049,394.65,0,32,0
71.13,3.35,33.47,16.13,-0.0263,850.55,90.43,-0.015,370.77,0,33,0
77.54,3.49,33.58,14.35,-0.0174,759.11,87.43,-0.015,378.08,0,34,0
75.29,3.15,33.71,14.27,0.0285,886.96,93.46,0.038,413.5,0,35,0
68.47,3.31,33.59,17.79,0.0051,828.87,89.67,0.015,366.26,0,36,0
74.0,3.31,33.72,14.76,0.0193,768.33,86.7,0.05,419.6,0,37,0
70.14,3.28,33.6,14.35,0.0271,756.91,92.86,0.033,380.88,0,38,0
71.51,3.05,33.68,16.03,-0.0091,758.11,88.86,0.045,360.98,0,39,0
73.87,3.23,33.61,14.75,-0.0129,778.03,98.74,-0.025,368.56,0,40,0
76.76,3.19,33.67,17.6,-0.0271,891.01,93.55,0.017,372.7,0,41,0
71.2,3.47,33.49,15.92,0.02,798.03,89.78,0.026,407.03,0,42,0
79.67,3.23,33.77,16.44,-0.0283,776.08,96.74,0.015,395.83,0,43,0
78.64,3.23,33.54,16.1,0.0037,772.95,81.29,-0.046,414.03,0,44,0
71.34,3.42,33.45,14.13,0.0105,815.31,86.01,0.002,403.33,0,45,0
73.49,3.19,33.5,17.24,-0.0075,847.03,96.96,-0.013,400.68,0,46,0
77.81,3.36,33.4,14.92,-0.0072,754.02,88.07,0.037,403.07,0,47,0
76.57,3.06,33.6,17.16,0.0274,764.12,97.45,0.046,407.98,0,48,0
79.35,3.2,33.43,16.42,-0.0297,837.39,85.57,0.044,373.42,0,49,0
77.15,3.43,33.5,14.32,0.0218,808.56,81.9,-0.042,391.28,0,50,0
71.36,3.1,33.79,16.59,-0.0299,851.27,89.11,0.014,360.68,0,51,0
69.78,3.47,33.71,17.66,-0.0258,843.91,99.91,0.013,409.67,0,52,0
71.7,3.07,33.67,17.21,-0.029,820.5,90.53,-0.024,369.24,0,53,0
73.21,3.28,33.72,16.09,-0.0282,797.45,94.06,0.05,376.25,0,54,0
68.31,3.23,33.41,16.99,0.0024,776.03,86.27,-0.018,409.64,0,55,0
70.58,3.14,33.64,15.77,0.0019,759.92,89.96,-0.042,387.75,0,56,0
71.11,3.27,33.67,17.98,-0.016,763.33,95.1,-0.022,362.63,0,57,0
72.2,3.38,33.5,14.21,0.0273,771.16,85.05,-0.026,395.47,0,58,0
68.88,3.42,33.62,16.39,-0.0006,872.78,98.68,0.03,404.19,0,59,0
78.41,3.04,33.59,16.84,0.0288,824.21,84.2,0.027,391.03,0,60,0
73.53,3.36,33.76,17.23,0.0026,895.22,95.41,0.034,408.36,0,61,0
71.52,3.12,33.43,14.58,-0.0112,853.32,90.36,-0.043,403.21,0,62,0
68.46,3.06,33.51,15.57,-0.0236,836.7,99.1,-0.028,392.16,0,63,0
69.13,3.11,33.66,15.93,-0.0079,883.97,99.37,-0.027,361.93,0,64,0
69.97,3.37,33.58,15.66,0.0206,780.99,98.98,0.038,419.69,0,65,0
73.48,3.42,33.42,17.59,0.0002,760.72,94.08,0.016,417.17,0,66,0
74.3,3.14,33.77,14.15,0.0165,761.62,93.66,-0.007,411.54,0,67,0
71.57,3.36,33.6,14.67,0.0086,864.33,94.07,0.022,413.89,0,68,0
68.75,3.46,33.4,16.32,-0.0227,847.01,97.55,-0.012,416.38,0,69,0
73.47,3.12,33.6,14.31,0.0288,797.25,97.91,-0.018,405.87,0,70,0
69.14,3.5,33.41,17.42,0.001,837.61,80.8,-0.001,411.93,0,71,0
78.3,3.3,33.46,14.9,-0.0032,785.16,89.12,-0.001,405.79,0,72,0
74.8,3.19,33.68,17.74,0.0037,896.64,90.5,0.049,374.49,0,73,0
71.43,3.33,33.71,16.04,-0.0249,752.57,80.77,-0.044,405.64,0,74,0
75.27,3.34,33.42,15.08,0.0105,847.07,93.89,0.036,361.02,0,75,0
74.53,3.32,33.75,17.08,0.0053,886.7,91.8,0.009,378.13,0,76,0
78.68,3.31,33.51,14.95,-0.0119,773.75,84.25,-0.043,368.07,0,77,0
77.85,3.23,33.63,17.89,0.0156,787.73,93.97,-0.011,384.08,0,78,0
70.1,3.4,33.75,15.23,-0.0295,862.77,91.08,-0.028,365.96,0,79,0
77.27,3.13,33.73,14.95,-0.0136,812.64,84.97,0.013,385.84,0,80,0
70.76,3.15,33.65,16.32,0.0182,796.5,82.74,0.05,371.51,0,81,0
75.97,3.07,33.51,17.62,-0.0153,856.51,99.21,-0.028,405.07,0,82,0
73.03,3.16,33.4,17.87,-0.0055,857.29,94.46,-0.036,363.42,0,83,0
74.68,3.49,33.64,14.97,0.0077,890.6,99.87,-0.014,374.65,0,84,0
72.65,3.02,33.46,15.06,-0.0298,827.47,82.17,0.023,405.2,0,85,0
68.74,3.31,33.42,16.69,0.0073,861.24,96.04,-0.023,367.2,0,86,0
77.48,3.3,33.5,17.81,-0.0094,883.43,99.18,-0.037,419.63,0,87,0
73.05,3.2,33.43,17.73,-0.0227,817.98,93.32,0.029,393.3,0,88,0
73.94,3.29,33.42,16.79,-0.0154,789.84,89.51,-0.017,414.0,0,89,0
68.09,3.14,33.47,16.76,-0.0254,871.09,87.67,-0.006,381.91,0,90,0
75.84,3.39,33.53,17.68,-0.0135,895.57,91.5,0.031,404.5,0,91,0
76.69,3.4,33.68,17.72,0.0065,872.36,89.89,-0.038,380.77,0,92,0
73.07,3.25,33.53,14.8,0.012,750.44,97.01,0.028,387.16,0,93,0
68.79,3.25,33.56,15.93,-0.0057,894.81,88.98,-0.03,403.51,0,94,0
75.96,3.33,33.67,15.55,-0.0153,773.46,88.97,-0.035,410.92,0,95,0
77.44,3.37,33.51,17.03,-0.0046,784.23,98.98,-0.04,417.07,0,96,0
68.52,3.26,33.73,16.53,0.0193,824.73,85.71,0.022,364.55,0,97,0
77.35,3.2,33.8,14.56,-0.0217,793.17,90.4,0.045,376.03,0,98,0
70.33,3.46,33.68,14.26,-0.0191,875.98,91.69,-0.041,380.06,0,99,0
71.92,3.09,33.62,15.88,0.0088,804.33,89.82,0.048,377.04,0,100,0
71.0,3.46,33.42,17.04,-0.0202,830.86,99.51,0.033,411.81,0,101,0
76.43,3.14,33.79,14.45,-0.0037,896.83,91.77,-0.033,382.22,0,102,0
77.36,3.24,33.6,15.51,-0.0184,837.9,96.69,-0.038,411.13,0,103,0
74.69,3.22,33.79,14.21,-0.0041,758.26,94.68,0.012,410.93,0,104,0
69.32,3.44,33.45,17.3,0.0141,868.93,82.88,0.032,371.6,0,105,0
70.65,3.03,33.48,17.67,-0.0221,802.6,83.2,-0.033,361.42,0,106,0
76.26,3.0,33.48,16.52,-0.0258,886.42,88.2,0.021,406.82,0,107,0
72.8,3.37,33.52,16.54,-0.0277,896.91,84.64,-0.002,369.83,0,108,0
68.0,3.08,33.69,15.34,0.0191,776.49,86.76,0.042,399.77,0,109,0
72.47,3.39,33.71,17.68,-0.0249,830.95,80.07,-0.043,392.54,0,110,0
69.39,3.16,33.61,15.97,-0.0202,786.85,80.56,-0.04,411.37,0,111,0
78.03,3.07,33.47,16.62,0.001,889.7,89.79,0.048,364.61,0,112,0
73.36,3.48,33.58,16.44,-0.0131,874.42,82.39,0.037,395.36,0,113,0
68.78,3.12,33.78,17.53,-0.0212,890.33,82.42,-0.01,390.52,0,114,0
69.31,3.17,33.43,15.99,-0.004,823.37,90.27,-0.02,416.62,0,115,0
77.73,3.23,33.41,14.88,-0.0298,768.42,93.29,0.05,399.54,0,116,0
68.82,3.31,33.46,15.87,0.0294,764.3,92.82,0.007,378.07,0,117,0
74.27,3.08,33.77,16.0,0.0095,899.9,81.87,0.037,402.48,0,118,0
75.74,3.37,33.42,14.85,0.0283,883.28,90.29,-0.005,373.61,0,119,0
72.48,3.14,33.8,14.87,-0.0042,820.37,96.96,0.041,368.05,0,120,0
69.3,3.06,33.77,15.66,-0.0063,762.74,90.23,0.039,406.73,0,121,0
73.25,3.03,33.45,17.18,0.0113,864.52,80.41,0.046,390.6,0,122,0
76.23,3.23,33.48,17.45,-0.0184,845.56,93.24,-0.022,418.53,0,123,0
71.14,3.26,33.56,17.84,-0.0029,898.1,88.18,-0.035,398.77,0,124,0
75.86,3.39,33.65,16.77,-0.0236,803.35,91.73,-0.013,410.81,0,125,0
73.8,3.14,33.7,14.25,0.0254,846.75,91.54,-0.01,402.99,0,126,0
78.83,3.04,33.43,15.62,-0.005,803.45,91.34,-0.043,363.15,0,127,0
69.16,3.02,33.58,16.33,-0.0192,844.86,93.11,-0.044,401.86,0,128,0
68.96,3.21,33.61,14.49,0.0135,771.44,82.01,0.011,418.18,0,129,0
77.57,3.2,33.5,15.07,0.029,771.66,88.2,0.01,417.69,0,130,0
71.83,3.12,33.65,16.29,0.0292,854.1,80.51,0.039,392.71,0,131,0
77.84,3.3,33.6,17.26,-0.003,893.26,85.7,0.041,399.97,0,132,0
76.13,3.13,33.79,16.71,-0.0192,769.55,94.59,-0.028,377.91,0,133,0
72.49,3.17,33.54,15.51,0.0155,891.71,93.64,0.049,373.51,0,134,0
74.92,3.31,33.77,14.24,-0.0113,811.36,82.31,-0.004,383.64,0,135,0
74.61,3.44,33.54,17.58,-0.0155,760.29,84.91,-0.045,401.12,0,136,0
68.87,3.37,33.76,15.79,0.0071,793.38,96.75,-0.042,360.37,0,137,0
79.93,3.42,33.58,15.59,0.0071,784.6,92.79,0.035,411.67,0,138,0
79.18,3.0,33.76,14.75,-0.0229,800.76,81.92,0.002,369.85,0,139,0
69.75,3.11,33.66,14.6,0.0266,896.24,92.67,-0.046,371.91,0,140,0
77.82,3.09,33.55,17.29,-0.0292,766.8,92.34,0.025,373.09,0,141,0
71.96,3.08,33.74,15.93,-0.0054,824.78,80.92,0.017,366.65,0,142,0
76.27,3.15,33.74,14.59,0.0077,860.89,93.0,-0.041,399.42,0,143,0
72.29,3.44,33.53,15.57,-0.0103,821.24,93.59,0.01,366.84,0,144,0
69.5,3.35,33.57,17.79,0.0037,752.61,82.68,0.007,409.27,0,145,0
69.95,3.3,33.44,14.9,0.0178,881.68,93.84,0.034,389.35,0,146,0
70.94,3.31,33.76,17.92,0.0159,795.15,95.61,-0.037,398.97,0,147,0
79.14,3.0,33.48,15.71,-0.0225,779.54,87.15,-0.02,410.49,0,148,0
68.3,3.14,33.41,15.01,-0.0271,881.73,85.35,-0.048,417.76,0,149,0
68.79,3.44,33.54,17.84,-0.0009,882.31,92.83,0.034,375.11,0,150,0
71.93,3.16,33.4,17.86,-0.0295,781.06,91.73,0.033,383.81,0,151,0
69.51,3.25,33.54,14.29,-0.0014,792.3,84.27,0.038,401.67,0,152,0
75.86,3.26,33.58,17.98,-0.0275,755.58,95.9,-0.016,395.41,0,153,0
77.04,3.15,33.73,15.06,-0.0132,899.7,94.16,-0.036,400.33,0,154,0
69.14,3.12,33.74,15.77,-0.01,845.71,85.0,0.018,409.4,0,155,0
70.0,3.03,33.75,15.57,0.0161,847.07,83.29,0.013,376.87,0,156,0
75.93,3.22,33.6,17.56,-0.0264,763.66,89.98,-0.003,362.58,0,157,0
68.81,3.45,33.51,15.63,0.0271,798.37,80.17,0.001,406.84,0,158,0
73.15,3.11,33.57,14.95,0.0124,788.16,97.65,0.043,370.16,0,159,0
69.6,3.36,33.51,14.76,-0.0167,758.44,83.62,0.027,399.97,0,160,0
78.16,3.46,33.67,14.1,0.0256,751.07,87.24,0.022,378.13,0,161,0
68.27,3.3,33.56,16.21,0.0185,806.28,88.41,0.048,386.36,0,162,0
78.31,3.31,33.57,14.52,-0.0131,857.93,85.96,0.027,416.5,0,163,0
74.87,3.45,33.52,17.54,0.0166,764.97,97.1,-0.034,417.48,0,164,0
72.44,3.22,33.62,14.51,0.018,853.75,96.59,0.024,379.79,0,165,0
74.95,3.34,33.76,14.42,0.0106,781.55,90.11,0.025,407.69,0,166,0
76.06,3.22,33.72,16.4,0.0008,840.9,95.88,0.031,380.27,0,167,0
69.9,3.04,33.7,14.88,0.029,895.59,82.08,-0.031,401.39,0,168,0
72.38,3.36,33.64,14.46,-0.0234,809.03,85.03,0.04,409.73,0,169,0
77.97,3.17,33.62,14.56,0.0208,761.3,89.3,-0.018,362.54,0,170,0
78.41,3.06,33.77,16.79,0.0142,763.73,80.66,-0.027,406.42,0,171,0
74.86,3.22,33.68,17.05,-0.0244,795.59,88.14,-0.032,403.04,0,172,0
73.72,3.01,33.54,16.87,-0.0027,850.29,96.79,-0.05,415.19,0,173,0
75.84,3.07,33.41,17.04,-0.0216,854.63,94.99,-0.046,400.55,0,174,0
76.98,3.23,33.47,17.97,-0.0226,828.92,96.2,0.015,402.73,0,175,0
77.1,3.29,33.47,14.16,0.0295,777.13,98.47,0.019,415.49,0,176,0
73.95,3.35,33.65,16.99,0.0154,763.42,83.33,0.032,376.25,0,177,0
79.87,3.28,33.66,14.56,-0.0152,835.48,82.46,-0.017,371.0,0,178,0
69.43,3.16,33.57,15.61,-0.0242,895.41,90.94,0.007,409.22,0,179,0
69.57,3.37,33.75,15.26,0.0197,806.53,96.65,-0.027,391.01,0,180,0
75.28,3.23,33.52,15.48,0.0093,823.18,87.44,0.046,367.98,0,181,0
70.39,3.27,33.54,17.63,-0.0121,775.88,97.1,-0.021,415.58,0,182,0
75.16,3.14,33.46,16.06,0.003,853.51,91.16,-0.009,416.41,0,183,0
76.86,3.03,33.62,16.15,0.0136,881.69,80.51,-0.015,398.04,0,184,0
75.38,3.04,33.7,16.73,0.0296,876.59,88.6,-0.003,412.47,0,185,0
78.04,3.06,33.74,17.97,0.0168,884.82,80.37,-0.014,395.69,0,186,0
70.59,3.28,33.4,14.14,0.0127,838.7,80.37,-0.005,363.4,0,187,0
74.34,3.36,33.44,16.75,-0.0133,886.92,82.3,-0.022,401.94,0,188,0
70.0,3.13,33.49,15.8,0.018,871.45,90.02,-0.007,407.4,0,189,0
79.03,3.38,33.44,17.66,0.0121,823.52,98.36,0.006,361.03,0,190,0
74.27,3.38,33.6,17.45,-0.0018,873.69,94.77,0.002,367.47,0,191,0
69.96,3.38,33.48,17.24,0.0297,757.49,96.14,-0.05,371.97,0,192,0
73.53,3.47,33.75,14.58,-0.0204,812.27,88.49,0.012,389.8,0,193,0
74.89,3.44,33.41,17.45,0.008,864.98,90.04,-0.027,361.32,0,194,0
68.23,3.07,33.68,17.63,0.0051,890.98,90.48,-0.039,396.47,0,195,0
77.04,3.2,33.7,15.47,0.012,793.35,86.0,-0.019,369.37,0,196,0
79.3,3.41,33.61,14.39,-0.0046,846.44,86.51,-0.041,416.44,0,197,0
68.31,3.28,33.42,15.1,-0.0089,893.44,85.91,0.003,417.24,0,198,0
75.01,3.44,33.44,17.43,0.024,847.77,95.67,0.027,396.81,0,199,0
77.85,3.45,33.54,15.07,0.0261,874.9,85.49,-0.01,374.08,0,200,0
70.57,3.05,33.41,14.2,0.023,882.78,87.86,0.009,363.27,0,201,0
71.41,3.29,33.46,17.24,-0.015,785.35,99.71,0.031,386.33,0,202,0
76.94,3.27,33.77,15.1,0.0139,786.94,90.56,0.032,364.73,0,203,0
68.24,3.32,33.7,17.33,-0.0176,759.11,92.66,-0.005,413.97,0,204,0
69.12,3.44,33.72,15.52,0.0251,812.52,94.12,-0.032,373.03,0,205,0
79.77,3.15,33.48,14.99,0.0184,847.97,98.96,-0.017,385.02,0,206,0
70.47,3.41,33.44,17.06,-0.0221,881.73,87.54,0.021,395.01,0,207,0
77.62,3.35,33.56,17.3,0.0127,839.71,92.16,0.011,380.18,0,208,0
69.85,3.16,33.55,17.11,-0.0096,882.55,87.41,-0.025,404.59,0,209,0
73.14,3.08,33.56,16.11,-0.0037,811.45,90.71,0.024,388.3,0,210,0
76.89,3.15,33.64,15.85,-0.0156,897.2,83.84,-0.047,380.82,0,211,0
70.76,3.33,33.56,16.2,0.0012,809.09,88.02,-0.017,365.42,0,212,0
76.37,3.45,33.64,17.75,0.0121,889.69,92.32,0.037,379.32,0,213,0
78.28,3.39,33.59,17.35,-0.0102,838.72,89.62,0.046,373.86,0,214,0
68.88,3.19,33.58,17.16,-0.0291,860.45,85.4,0.016,409.33,0,215,0
79.69,3.11,33.41,15.52,0.0143,792.3,91.37,-0.042,362.16,0,216,0
74.81,3.33,33.54,15.69,0.0296,834.52,86.81,-0.022,374.79,0,217,0
70.89,3.05,33.73,16.2,0.027,828.03,94.06,0.008,366.04,0,218,0
76.83,3.03,33.71,14.3,-0.0244,819.37,84.34,0.034,399.1,0,219,0
68.02,3.06,33.67,14.02,0.0281,768.37,98.41,0.006,404.67,0,220,0
73.65,3.28,33.53,15.44,-0.0145,861.3,85.78,0.048,391.81,0,221,0
76.35,3.14,33.73,14.72,0.0047,796.54,84.13,-0.041,411.19,0,222,0
68.8,3.07,33.43,16.3,0.0159,803.43,85.7,0.03,400.03,0,223,0
75.49,3.15,33.8,14.78,0.0131,790.23,84.12,-0.044,403.1,0,224,0
74.08,3.02,33.55,14.42,-0.0015,766.21,94.35,0.042,370.8,0,225,0
77.59,3.26,33.73,14.42,-0.0202,891.83,92.41,-0.033,385.89,0,226,0
79.25,3.24,33.57,17.97,-0.0145,790.25,94.88,0.039,360.62,0,227,0
78.93,3.2,33.79,17.41,-0.0297,800.12,85.81,-0.019,389.48,0,228,0
68.7,3.0,33.64,16.3,-0.0092,810.3,90.06,0.034,362.08,0,229,0
68.06,3.46,33.6,16.47,-0.0109,879.23,98.83,-0.045,383.47,0,230,0
75.71,3.37,33.49,16.74,-0.0049,815.99,82.54,0.03,419.59,0,231,0
77.84,3.37,33.69,14.91,0.0243,874.92,97.95,0.022,397.28,0,232,0
75.97,3.23,33.48,14.55,0.0175,767.15,80.94,0.03,406.83,0,233,0
79.95,3.14,33.64,16.62,-0.0196,804.61,87.5,0.005,388.98,0,234,0
70.78,3.09,33.55,17.68,-0.0065,898.37,85.15,-0.035,395.69,0,235,0
71.3,3.05,33.47,15.7,0.0155,781.07,86.85,-0.006,388.44,0,236,0
73.29,3.35,33.73,14.36,0.0084,803.87,93.79,0.048,370.13,0,237,0
74.17,3.06,33.59,16.92,0.0035,845.84,84.67,0.037,363.65,0,238,0
76.91,3.12,33.7,16.8,-0.0163,864.98,94.07,0.046,360.58,0,239,0
74.48,3.39,33.55,17.54,-0.0198,893.51,92.72,0.042,391.79,0,240,0
69.52,3.25,33.76,14.49,0.0012,783.48,80.77,0.025,400.03,0,241,0
70.83,3.09,33.48,14.8,-0.013,886.53,88.08,0.031,406.5,0,242,0
78.08,3.42,33.61,15.16,-0.0145,892.46,95.52,-0.038,367.79,0,243,0
69.84,3.18,33.41,15.84,-0.0164,762.51,97.01,0.022,368.71,0,244,0
70.41,3.4,33.73,15.26,0.0205,759.6,89.9,0.032,415.02,0,245,0
79.13,3.12,33.73,15.34,-0.0176,804.38,93.65,0.029,374.74,0,246,0
77.59,3.47,33.54,14.79,0.0128,776.96,97.33,-0.022,399.75,0,247,0
68.6,3.0,33.76,16.77,-0.004,897.11,91.62,-0.019,394.97,0,248,0
68.45,3.33,33.59,16.01,-0.0024,808.41,91.03,-0.023,417.63,0,249,0
68.86,3.13,33.68,17.43,-0.0294,890.07,90.25,0.017,410.62,0,250,0
75.81,3.49,33.77,15.16,-0.0231,882.25,80.32,0.031,378.68,0,251,0
75.41,3.37,33.78,14.96,0.0051,785.19,99.59,0.039,415.9,0,252,0
68.71,3.12,33.56,14.93,0.0216,810.99,85.88,0.036,411.72,0,253,0
77.83,3.34,33.4,16.0,0.0111,823.65,84.97,-0.012,369.86,0,254,0
75.53,3.31,33.59,17.72,-0.0245,755.28,81.63,0.016,381.12,0,255,0
76.06,3.24,33.64,14.33,0.0095,789.65,99.07,0.041,375.06,0,256,0
73.76,3.32,33.72,17.35,-0.0174,865.01,98.39,-0.02,413.09,0,257,0
75.43,3.43,33.43,15.19,-0.0141,837.83,87.13,0.004,411.09,0,258,0
69.48,3.33,33.5,17.18,0.02,853.5,85.92,0.046,379.15,0,259,0
73.43,3.2,33.59,17.12,0.0041,885.13,97.78,-0.037,399.58,0,260,0
79.62,3.4,33.53,15.15,-0.0282,794.36,88.66,0.006,409.98,0,261,0
70.22,3.35,33.76,17.85,0.0005,889.5,83.82,0.021,389.47,0,262,0
69.62,3.01,33.55,17.94,-0.0045,875.86,91.01,-0.046,368.99,0,263,0
78.95,3.44,33.59,15.35,-0.0047,846.89,98.78,-0.024,388.79,0,264,0
72.15,3.02,33.52,15.74,0.0276,860.37,91.66,0.047,389.16,0,265,0
76.52,3.28,33.77,17.5,0.0014,784.72,82.19,-0.042,415.85,0,266,0
73.64,3.47,33.6,17.34,0.0214,771.39,95.25,0.026,417.1,0,267,0
74.97,3.45,33.67,14.95,0.021,855.27,93.76,-0.035,402.93,0,268,0
72.98,3.25,33.4,16.5,0.007,831.67,94.56,-0.04,416.04,0,269,0
76.49,3.19,33.66,15.18,-0.0266,773.27,98.1,-0.038,366.15,0,270,0
69.32,3.44,33.57,15.59,-0.018,867.44,89.27,0.007,405.7,0,271,0
72.34,3.03,33.52,15.3,-0.0266,797.71,95.73,-0.014,375.29,0,272,0
72.34,3.48,33.7,16.56,-0.0012,764.5,83.35,-0.026,390.74,0,273,0
74.2,3.19,33.65,16.08,0.0295,814.6,84.92,-0.03,408.99,0,274,0
79.69,3.47,33.53,15.38,0.0271,830.05,80.14,0.026,394.05,0,275,0
70.25,3.46,33.62,16.74,0.0299,764.74,92.42,0.019,373.14,0,276,0
73.7,3.43,33.5,15.02,-0.0037,854.79,96.7,0.019,400.29,0,277,0
77.81,3.2,33.74,16.16,-0.0211,771.99,94.96,-0.048,374.59,0,278,0
69.04,3.11,33.57,14.35,0.0176,761.88,96.53,0.039,396.76,0,279,0
76.95,3.38,33.8,17.55,-0.0054,848.69,85.04,-0.049,393.41,0,280,0
77.14,3.25,33.56,14.37,-0.0288,814.54,99.4,-0.001,375.26,0,281,0
73.14,3.17,33.44,15.85,0.0087,855.01,85.37,-0.029,415.58,0,282,0
74.86,3.29,33.55,16.24,0.0105,767.92,91.81,-0.04,403.09,0,283,0
74.11,3.05,33.76,14.37,-0.007,860.66,98.16,-0.025,362.44,0,284,0
69.3,3.17,33.59,16.36,-0.0195,843.56,91.55,-0.011,383.73,0,285,0
71.2,3.23,33.42,17.44,-0.0177,824.74,85.97,-0.018,388.97,0,286,0
79.36,3.08,33.7,16.24,0.029,789.38,84.57,-0.013,405.42,0,287,0
71.49,3.17,33.68,15.45,0.0188,898.44,95.91,-0.026,399.41,0,288,0
70.96,3.07,33.4,14.41,-0.0161,863.82,97.41,0.037,405.43,0,289,0
69.03,3.18,33.79,15.7,0.0099,757.66,88.93,0.004,382.49,0,290,0
73.02,3.18,33.59,15.41,-0.0068,899.18,97.66,0.006,408.91,0,291,0
74.52,3.33,33.46,15.38,-0.0292,838.38,97.54,-0.038,417.99,0,292,0
73.05,3.17,33.72,14.02,-0.0162,876.9,96.09,0.009,410.49,0,293,0
75.07,3.38,33.69,15.6,0.0006,857.6,97.73,0.025,366.27,0,294,0
77.17,3.4,33.51,17.95,-0.0158,760.86,99.39,0.018,395.14,0,295,0
76.53,3.06,33.58,17.03,0.0213,765.59,80.14,0.001,395.75,0,296,0
68.43,3.36,33.47,16.82,0.0183,777.48,93.51,-0.016,383.1,0,297,0
71.98,3.27,33.78,17.71,0.0206,808.25,83.28,-0.037,395.63,0,298,0
71.08,3.3,33.48,17.73,0.001,841.46,85.49,0.024,365.84,0,299,0
79.2,3.36,33.44,16.43,-0.0229,768.95,82.66,0.027,419.43,0,300,0
73.38,3.03,33.64,17.24,0.0108,778.02,85.28,0.022,414.81,0,301,0
74.33,3.22,33.43,14.46,-0.0254,805.73,82.54,-0.043,376.46,0,302,0
71.23,3.36,33.76,15.56,0.0063,813.41,82.64,0.013,413.26,0,303,0
78.97,3.35,33.44,16.55,-0.0106,882.37,88.14,0.011,399.46,0,304,0
71.41,3.46,33.77,14.66,-0.0128,898.41,89.69,0.018,385.7,0,305,0
68.34,3.26,33.73,16.98,-0.0232,780.19,88.8,0.017,373.63,0,306,0
72.08,3.25,33.56,16.1,0.0159,841.59,88.77,-0.032,413.88,0,307,0
74.1,3.17,33.61,14.83,0.0115,857.31,86.54,-0.013,362.5,0,308,0
70.47,3.23,33.6,16.14,-0.0017,784.8,94.9,-0.035,398.03,0,309,0
75.67,3.46,33.77,17.43,-0.0178,754.5,97.41,0.006,415.09,0,310,0
78.43,3.23,33.5,17.28,-0.0117,867.33,94.75,-0.045,376.83,0,311,0
68.03,3.32,33.63,17.12,0.0021,802.29,99.57,0.036,377.6,0,312,0
79.38,3.02,33.45,15.67,0.0158,860.13,95.25,0.015,387.45,0,313,0
